,REVIEWS,LABEL
1480,acting whole cast could put scale balanced perfectly overacting underacting,0
1481,FINALLY get ending would've great handled competent people not_Jerry Falwell,0
1482,loved movie great portrayal family share ups end knew special love,1
1483,seen many movies starring Jaclyn Smith god one best though came 12 years ago,1
1484,movie contained all-star cast loved opened eyes see actors haven't seen,1
1485,movie kind long length enjoyed every minute,1
1486,Overall rate movie 10 1-10 scale,1
1487,Lifetime not_air enough anyone knows store sells let know must-have,1
1488,particularly remember senses assaulted strident cords music blare little warning even less meaning,0
1489,just sort pap screened afternoon punish unemployed not_jobs,0
1490,Totally different loads understatement black comedy film get see will remember,1
1491,movie creates universe fascinating every way,1
1492,movie really got,1
1493,See,1
1494,really hope team behind movie makes movies will continue kinda weird style,1
1495,forgot: Casting superb Trond Fausa Aurvåg perfect role Bothersome Man doesn't understand,1
1496,movie good humorous comment life 2006,1
1497,found move beautiful enjoyable uplifting,1
1498,Initially local sites film filmed Buffalo intrigued,1
1499,Later found lost power film,1
1500,entire audience applauded conclusion film,1
1501,left theater lilt step joy heart hope human race,1
1502,Duris wholesome appearance gives fine performance,1
1503,rest cast also play well,1
1504,Cinematography noteworthy including fine views Barcelona famed Gaudi towers,1
1505,ten minutes film started second thoughts,0
1506,half way film started dislike,0
1507,time film ended not_disliked despised,0
1508,film lacks convincing script,0
1509,script looks rough draft written shooting began finished script completed,0
1510,Things happen characters personalities change plot twists occur no_real reason script calls,0
1511,cast good,1
1512,worth checking,1
1513,probably irritating show ever seen entire life,0
1514,indescribably annoying idiotic show ever seen,0
1515,Everything just bad,0
1516,could not_understand kind idiot produce mess first place not_mention several season,0
1517,script bad bad  contains cheesiness unethical joke normally see rated R NC-17 movie,0
1518,casting also horrible cause see really really BAD Actors period,0
1519,Final Word: Show real torture ! !,0
1520,zillion times away reality,0
1521,Watching washing machine twirling around wouldn't hurt eyes much show,0
1522,Rating: 0 10 Grade: Z Note: Show Bad Even Mother Cast Pull Daughter Show,0
1523,20th Century Fox's ROAD HOUSE 1948 not_quite silly noir implausible unmitigated bore movie,0
1524,Full unconvincing cardboard characters blandly written Edward Chodorov also produced surprisingly directed Jean Negulesco one expect great deal,0
1525,Widmark character turns unintentionally comical !,0
1526,losing marbles early proceedings totally implausible unconvincing,0
1527,enough mess movie - picture also marred constant use studio sets indoor exteriors,0
1528,Whatever prompted documentary beyond !,0
1529,serious spoilers movie huge disappointment,0
1530,many problems dont know start,0
1531,cast great,1
1532,steve martin delivers really funny performance middle-aged upper class uptight white guy,1
1533,add betty white jean smart great cast - everyone played parts really well,1
1534,movie makes lot serious mistakes,0
1535,first enough racial stereotypes racial jokes offend everyone,0
1536,movie littered overt racial slurs towards black cast members return whites depicted morons boobs,0
1537,putting race card aside lets look major flaw film: destroy latifa's character,0
1538,no_real plot,0
1539,wouldnt see movie free,0
1540,STEAMBOAT WILLIE amazingly important film cinema history,1
1541,second appearance Mickey Mouse following silent PLANE CRAZY earlier year probably famous film--mostly ground-breaking,1
1542,don't yet hear Mickey speak tons sound effects music throughout film--something take granted now huge crowd pleaser 1928,1
1543,However seeing short 25 years amazed timeless film actually,1
1544,just adorable seeing Mickey playing Turkey Straw highly imaginative occasionally cruel way,1
1545,Clever real crowd-pleaser--this film still ranks among Mickey's best films even 80 wonderful years,1
1546,bipolarity ruthless thug one minute ruthless killer next minute Luv's diaper commercial completely unconvincing,0
1547,terribly disappointed film receive many awards accolades especially far deserving works film,0
1548,original Body Soul 1947 masterpiece,1
1549,John Garfield Ann revere Lilli Plmer William Conrad Canada Lee filmed one greatest cinematographers ever grace screen James Wong Howe,1
1550,don't think redeeming qualities remake,0
1551,may bad film ever made,0
1552,bad well just bad,0
1553,movie solid example bad plot very bad idea way,0
1554,shame see good actors like Thomerson James make living mess like,0
1555,thought bad,0
1556,films terrible credit 1986 version watchable,0
1557,start problemsthe acting especially lead professor very bad,0
1558,script big flawed mess,0
1559,best example dumb writing established can turn zombie-students back humans removing necklace containing piece meteorite,0
1560,Director Paul Matthews also wrote directed weak 1995 monster movie Grim clearly doesn't know pace films,0
1561,movie terribly boring places,0
1562,lighting awful,0
1563,film looks cheap bland,0
1564,One disappointing aspects lack notable gore,0
1565,convention never worked well past certainly doesn't work,0
1566,visual effects AWFUL,0
1567,CG opening sequence space looked like could created Microsoft Slideshow God's sake !,0
1568,explosion Gas tanks end just awful,0
1569,Okay like consider fair critic give credit credit's due--the creature effects actually pretty cool,1
1570,Gotta love close-ups slimy drooling teeth !,1
1571,sum film Breeders terrible cheaply made horror movie avoided like Ebola virus,0
1572,not_recommended,0
1573,almost unbearable watch screen little no_charisma terrible comedic timing,0
1574,Aside terrible lead film loads debits,0
1575,understand supposed cheap popcorn comedy doesn't mean completely insult intelligence writing incredibly hackneyed borders offensive,0
1576,Lewis Black's considerable talent wasted incendiary unrestrained PG-13 rating certainly allow,0
1577,film's sole bright spot Jonah Hill will look almost unrecognizable fans recent Superbad due amount weight lost interim,1
1578,originality freshness first movie now spent remake little else offer,0
1579,budget evidently limited,0
1580,reflected not_cast also below-par script borrowed much earlier classic,0
1581,However no_decent acting action location work balance things,0
1582,Filmiing less expansive,0
1583,failed convey broad sweep landscapes great part original,0
1584,Generally just lacked imagination,0
1585,not_recommended,0
1586,possible movie get worse ?,0
1587,no_plot keep going first place,0
1588,Even women finally show no_sign improvement expected things happen time film might far asleep,0
1589,Beware: not_trashy cult movie trash -period !,0
1590,can't believe even sequel !,0
1591,precisely giving bad review !,0
1592,90's child truly enjoyed show can proudly say enjoyed big time even classical WB cartoons,1
1593,Tiny Toons kept 90's vibe delivered one popular funny underrated cartoons ever created,1
1594,memories murky can say enjoyed every single episode product related show,1
1595,Easily none cartoon made laugh tender way getting dark sitcoms oriented teenagers,1
1596,characters funny peculiarity not_true lead character,1
1597,Every single character hilarious deserved called lead,1
1598,Every element story top excessively phony contrived painful sit,0
1599,lines seem WRITTEN fifteen year old though trying oh so hard sound like fifteen year old really um know well talk,0
1600,Perabo nice energy level obviously comfortable front camera,1
1601,simply no_excuse something poorly done,0
1602,saw movie thought stupid movie,0
1603,even stupid thought idea volcano_Los Angeles ?,0
1604,honest unbelievable nonsense foolish,0
1605,conclusion will not_bother movie volcano_Los Angeles nothing_nonsense,0
1606,story line just awful !,0
1607,just painful !,0
1608,accents absolutely abysmal !,0
1609,also enough hypocrisy film make vomit,0
1610,Don't waste time watching rubbish non-researched film,0
1611,believe Pitch Black done well,1
1612,characters interesting want find longer movie goes think people will surprised doesn't make,1
1613,Go watch !,1
1614,Omit watching,0
1615,funny !,1
1616,rating: just 3 10,0
1617,characters interesting really care,1
1618,instant classic great soundtrack catchy song ending credits,1
1619,Don't miss,1
1620,masterful piece film-making many themes simmering occasionally boiling warts study poet's bohemian self-indulgent wartime years span aerial bombardments London outward tranquillity Welsh coastal retreat - borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism self-sacrifice,1
1621,mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling Keira Knightley prone though perhaps direction time characters often mention,1
1622,exquisite visual composition moment inventive elegant use close-up camera angle lighting including pointillistic faux home movie footage wonder joy behold,1
1623,continuously beautiful look Bertolucci relationships convincing narrative engaging master's work,1
1624,basic premise wasted since sidelined inexplicable focus documentary crew,0
1625,Regardless film fails levels,0
1626,Avoid costs,0
1627,saw film Christmas great film !,1
1628,thought Errol Flynn brilliant Custer since become favourite actor !,1
1629,acting alongside Olivia De Havilland brilliant ending fantastic !,1
1630,always known Errol Flynn brilliant actor dads favourite actor grew watching films child,1
1631,wasn't watched film realised great actually,1
1632,give film 10 10 !,1
1633,know Jim O'Connor energetic nobody could much George well dull,0
1634,really didn't seem want hosting voice-overs monotonous didn't get involved guests,0
1635,Lovely little thriller Hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists,1
1636,Jimmy Stewart ever great hero Hitchcock story rips along cool climax embassy function lacks brooding menace Hitchcock's black white low-budget original,1
1637,Nevertheless yet another wonderful film great master's stable,1
1638,say film excellently produced tops ratings typical sci fi film !,1
1639,Excellently produced one Sci-fi's best producers Scot Vandiver !,1
1640,entertaining nonetheless,1
1641,campy sort film joy watch,1
1642,barely boring moment film plenty humorous parts,1
1643,cast always entertaining usual,1
1644,Overall delight !,1
1645,movie mind-bendingly awful couldn't even created,0
1646,film lacks real scares tension medical terminology used throughout bit iffy say least say insulin dependant diabetic,0
1647,least said acting better,0
1648,movie excellent job revealing complexity task incredible challenges facing South Africa,1
1649,believe every one see movie think people outside South Africa understand past attempted Truth Reconciliation process,1
1650,nothing_short magnificent photography cinematography film,1
1651,acting fantastic stories seamlessly woven together dogs splendid must rent view see,1
1652,Don't afraid subtitles worth little aversion therapy 10 10,1
1653,Excellent performance,1
1654,still good actors around !,1
1655,Also great directing photography,1
1656,true Shakespear 'must' Shakespear fans,1
1657,Macbeth Jason Connery moved tears final monolog brief candle gave sphere moral decay dark forces human face makes interesting,1
1658,Helen Baxendale credible lady Macbeth can cheerfull times sometimes just looks like naughty girl deadly taste blood evil,1
1659,love death decay Shakespears lyrics one,1
1660,witty delightful adaptation Dr Seuss book brilliantly animated UPA's finest thoroughly deserving Academy Award,1
1661,Special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon,1
1662,However Paul Schrader indeed made film Mishima superb complex,1
1663,Also notable John Bailey's fine crisp beautifully colored cinematography great production design costumes Eiko Ishioka went memorable costumes Coppola's Dracula received well deserved Oscar,1
1664,Even allowing poor production values time 1971 format kind mini-series baaaaaad,0
1665,Unless just visually collect extant films Austen's work can skip one,0
1666,watch however small consolations: actresses playing Anne's sisters wonderful job roles,1
1667,not_good,0
1668,Speaking music unbearably predictably kitchy,0
1669,film just dropped ball,0
1670,stunning movie,1
1671,Raw sublimely moving,1
1672,felt like gripping intelligent stage play without overly theatrical feeling one actually gets watching people stage plays everyone's terror white lie escalating monstrous consequences,1
1673,main players mesmerising,1
1674,Tom Wilkinson broke heart end everyone else's judging amount fumbling hankies hands going faces among males females alike,1
1675,Julian Fellowes triumphed,1
1676,national treasure,1
1677,GO SEE !,1
1678,excellent film,1
1679,aerial scenes well-done,1
1680,also right balance war love,1
1681,film gives meaning phrase Never history human conflict much owed many,1
1682,Kris Kristoffersen good movie really makes difference,1
1683,good film great director !,1
1684,definitely one better documentaries seen looking family relationships marriage,1
1685,many continuity errors: one user commented different cars garage Joe's glasses one got fact Joe's facial hair configuration seemed change scene scene,0
1686,just great movie,1
1687,10 10 stars,1
1688,can't see movie can inspiration anyone come overcome fear rejection,0
1689,bad actually worth seeing just reason,0
1690,Punishment Park brilliant piece cinema,1
1691,Shot Southern California desert using patent faux documentary style Watkins creates film like no,1
1692,one Peter Watkins accessible films,1
1693,advise look,1
1694,wont regret !,1
1695,Highly recommended A+,1
1696,Well Just keep thinking bad,0
1697,mediocre miserable hollow laughable predictable piece garbage,0
1698,case 'so bad laughable',0
1699,bad performance plays Angela Bennett computer expert home time,0
1700,film nothing_just pretext show ridiculous action scenes,0
1701,awful !,0
1702,still bad actress repeating robotic face moves pictures,0
1703,results well shame,0
1704,DELETE film mind !,0
1705,One worst shows time,0
1706,show begin smart ass ed comments totally wall uncalled,0
1707,fat computer geek unbelievable bible thumper bad-ass girl actors ? ? ?,0
1708,Never heard of except Cole totally unbelievable part,0
1709,Every time opened mouth expect hear see kids Pulling plug mercy killing horrible show,0
1710,stories unbelievable actors,0
1711,Lame best way describe,0
1712,Stanwyck Morgan perfectly cast many ways modern equivalent Dickens' Christmas Carol sensibility,1
1713,success film depends casting Sydney Greenstreet Alexander Yardley character,1
1714,attractive set used throughout film eye-pleasing gem,1
1715,Im big fan RPG games movie disgrace self-respecting RPGer,0
1716,lines cuts audio everything wrong,0
1717,can find better movies youtube,0
1718,Top line: Don't waste time money one bad comes,0
1719,Lassie movie put sleep FOREVER,0
1720,describe painfully dreary time-waster film,0
1721,mediocre every aspect just becomes dull uninteresting mess one forgettable movies seen,0
1722,even achievement so-bad-it's-good so-bad-it's-memorable movie,0
1723,empty hollow shell movie,0
1724,Seriously not_worth wasting your kid's time,0
1725,Avoid avoid avoid !,0
1726,will drive barking mad !,0
1727,transfers good,1
1728,nice relaxing late night viewing,1
1729,movie full wonderful dancing hence title !,1
1730,great music terrific scenery,1
1731,handles tough issues dignity grace course shocking spoiler !,1
1732,happy wonderful feel good ending !,1
1733,point journey journey touches every member family,1
1734,one movies need see whenever comes TV never mind fact already memorized !,1
1735,nothing_new,0
1736,done second movie,0
1737,movie almost no_action scenes little comedy,0
1738,plot holes pair fishnet stockings direction editing astonishingly ham fisted,0
1739,earth Irons film ?,0
1740,just saw film recommend,1
1741,good plot holds complete attention acting superb Tom Wilkinson fantastic Emily Watson also good,1
1742,good film indeed great unconditional love,1
1743,Tom Wilkinson's character man not_prepared ordeal begin takes matter hand story progresses great actor gives performance makes feel character's anguish suffering,1
1744,Emily Watson's character strong give quick glance understand everything,1
1745,Despite pans reviewers liked movie,1
1746,fact liked better Interview Vampire liked Lestat Stuart Townsend better Cruise's attempt,1
1747,Aailiyah pretty good Akasha places compelling first entrance mini dance scene,1
1748,big fan series mostly due Anne Rice's style sensitivities treatments,1
1749,guess liked details dysfunction--he believable,1
1750,football scenes end perplexing,0
1751,thought acting skilled,1
1752,Meredith M better right,1
1753,charming film wonderful sentiment heart,1
1754,rare film-maker takes time tell worthy moral tale care love doesn't fall trap overly syrupy indulgent,1
1755,Nine ten truly lovely film,1
1756,early film future goremeister Lucio Fulci good addition giallo sub-genre,1
1757,one best Italian thrillers early 70's,1
1758,standout scene,1
1759,scene strong unpleasant,0
1760,Technically film well made impressive camera-work solid acting effective music Riz Ortolani  particularly good recurring unaccompanied female vocal sounds like coming distant hill,1
1761,still wild stuff though highly recommended fans giallo cinema,1
1762,movie interesting beginning end,1
1763,liked way Dustin Hoffman's character ready just everything stay son,1
1764,movie also revealing,1
1765,Personally think shows people learn find compromise self without involving people issue,1
1766,boring,0
1767,tired clichés just lazy writing come thick fast,0
1768,PS scene movie cool central character finds room blown,1
1769,fresh subtle rather sublime effect,1
1770,Italian reviewer called small great film right,1
1771,actors give wonderful performance especially Jennifer Rubin Jamie Harris changes nervous starlet beginning strange events part cool star,1
1772,learn lot real inside emotions people movie lot movie business,1
1773,movie movie situations beginning game played acting coach fascinating,1
1774,Also music Mark Snow possibly best score ever heard,1
1775,forget movie !,1
1776,film made ?,0
1777,film ultra-cheap look,0
1778,result film just don't look right,0
1779,None engaging exciting,0
1780,plot nonsense doesn't interest slightest way uniqueness,0
1781,Foreigner not_worth one second time,0
1782,saw child TV back 1973 Stranger loved,1
1783,duet astronaut doctor beginning movie perfect exchange one considers movie made well Cold War astronaut's biggest fear crashed USSR,1
1784,movie awesome !,1
1785,loved it really scary,1
1786,love Scream movies horror movies one ranks way,1
1787,want real scare rent one !,1
1788,10 10,1
1789,extraordinary film,1
1790,courtroom drama compelling indictment American justice system frightening,1
1791,film highlights fundamental flaws legal process not_discovering guilt innocence rather presents better court,1
1792,film well paced understated one best courtroom documentaries seen,1
1793,mostly routine fact-based TV drama gets boost fine performance Cole,1
1794,Predictable not_bad watch,1
1795,clear range ability pull part,1
1796,carries movie well,1
1797,Constantine gives everything right intensity seems good understanding underlying psychological motivations,1
1798,wonderful inspiring watch hope gets released video DVD,1
1799,piece trash ever released beyond me: acting story characters supposedly special effects etc wrong,0
1800,fact stinker smells like direct-to-video release,0
1801,Avoid costs !,0
1802,Star Trek V final Frontier worst series,0
1803,acting involved includes like Shatner Nimoy bad washed making seem old look real life special effects tacky like Spock rescue Kirk jet pack falls mountain,0
1804,attempts humor pitiful story awful dosen't bear thinking basically involves Vulcan stealing Enterprise find god seriously just didn't care film oh not_mention Uhura belly dance distract male guards,0
1805,place good film garbage,0
1806,worst one series,0
1807,Editing: editing film phenomenal opinion,1
1808,song could explain emotions subjects better Jay Adams' unfortunate life subject talk song Old Man Neil Young played evokes many emotions,1
1809,Cinematography: film shot interesting way,1
1810,course footage 70s grainy enhanced film,1
1811,film offers many delights surprises,1
1812,Achille Philippa beautifully sing duet Don Giovanni perfectly describes situation movie appreciate subtle layers excellent film,1
1813,story unfolds 18th century Jutland use period music played period instruments just one fine touch,1
1814,share General Loewenhielm's exquisite joy partaking Cailles en Sarcophage even though just watching movie - wish just small sample savor,1
1815,understated film leaves lasting impression,1
1816,warmth generates contrast austere backdrop,1
1817,will leave theater wanting go dance stars,1
1818,acting expect cast top notch,1
1819,characters fleshed surprisingly well particularly Grimes Blake actors deliver sharply scripted lines just right amount deadpan tongue cheek make dialogue hilarious realistic,1
1820,Angus Scrimm also turns good performance somewhat brief memorable role gently menacing violin-playing anatomist Doctor Quinn,1
1821,Conclusion - loved,1
1822,long time since entertained movie,1
1823,struggle find anything bad say,1
1824,Mark words one cult films like Evil Dead 2 Phantasm people will still discovering falling love 20 30 40 years line,1
1825,pretty surprising wonderful film made 1949 Hollywood generally collective heads sand concerning black white issues time,1
1826,film deserves strong kudos taking stand exceptional acting mostly lesser-known cast super-intelligent script doesn't insult audience take easy way comes white racism,1
1827,Plus movie's rather modest budget fast running time amazing job !,1
1828,Juano_Hernandez exceptional actor played supporting roles many films era proud black man accused murdering white man South,1
1829,Trumbull LOVE LUCY,1
1830,See kids chance--it will open amazing dialog far race relations come last 50 years,1
1831,See films can,1
1832,year however reminded us Huston still top game evinced faithful adaptation James Joyce's acclaimed novella Dead,1
1833,Feelings thoughts Gabriel's discomfort dance intangibles leap life come within viewer's grasp Huston's portrayal,1
1834,disappointed wondered could Oscar shortlist,0
1835,slow,0
1836,Lot holes plot: nothing_became emperor nothing_spend 20 years childhood mature age,0
1837,Don't waste time,0
1838,End Days one worst big-budget action movies ever seen,0
1839,surely doesn't know make coherent action movie screenwriter Air Force One obliged write script just big sum money,0
1840,one worst films ever seen,0
1841,still trying get bad,0
1842,movie possibly one creative works horror ever,1
1843,everything could want suspense drama comedy confusing subplots native americans brain eating looking be-all end-all brainsucking movies look no,1
1844,great sound effects impressive special effects can't recommend movie enough,1
1845,Call nut think one best movies ever,1
1846,Great character actors Telly Savalas Peter Boyle,1
1847,1 hour 54 minutes sheer tedium melodrama horrible acting mess script sinking feeling GOOD LORD THINKING ?,0
1848,Lots holes script,0
1849,like bad two hour TV movie,0
1850,Now imagine every single one decisions made wrong,0
1851,dialogue atrocious,0
1852,acting beyond abysmal,0
1853,Everything stinks,0
1854,Trouble writing directing make impossible establish things make movie watchable like character story theme,0
1855,Worse incredibly weak sub-plot thrown follows little band latter-day Mansonites go reporter working story anniversary killings,0
1856,dumb pointless complete waste time,0
1857,short don't bother movie,0
1858,spoil ending pretty amazing,1
1859,best scene movie end spoil,1
1860,ever indication writer director's ability meld two highly volatile temperaments seamless union creativity !,1
1861,result powerhouse achievement made timely now perhaps culture's disturbing fascination celebrity distorted interpretations fame,1
1862,film not_easily forgotten,1
1863,Kevin Spacey excellent verbal tsunami Buddy Ackerman  totally believable great actor,1
1864,scripting subtle comedy unmatched movie recent years,1
1865,characters interesting even bit predictable,1
1866,Highly recommended ages although younger set will probably not_appreciate subtle references will certainly appreciate one galley scene particular !,1
1867,Great movie !,1
1868,Also story acting weak,0
1869,around 4 pm bought around 8pm started watch around 8 15pm fast forwarded remaining film see anything left watchable human brain wasn't,0
1870,Either way sucks,0
1871,script horrendously stupid,0
1872,story starts fast absolutely no_suspense build-up slightest,0
1873,Everything Captain Howdy says either laughable just plain stupid,0
1874,hell kind crap ? !,0
1875,plot holes,0
1876,could drive semi truck holes !,0
1877,Linda Cardellini thing good film,1
1878,poised amazing,1
1879,Dee Snider just plain sucks,0
1880,can't act one least scary villains ever seen can't write write damn movie sleep ?,0
1881,bored throughout whole damn thing,0
1882,acting sucks music sucks script sucks pacing sucks special FX suck directing sucks basically movie sucks,0
1883,film tries serious sophisticated thriller horror flick fails miserably,0
1884,probably one least effective utterly unoriginal films ever seen entire life,0
1885,piece cinematic garbage captured celluloid,0
1886,Avoid costs,0
1887,rate film stinks not_funny Fulci stayed giallo supernatural zombie movies,0
1888,Avoid film costs,0
1889,don't know happened Season Five mess,0
1890,consistent thread holding series together amazing performances Leni Parker Anita LaSelva two Taelons quiet idealogical conflict,0
1891,Now movie really dislike,0
1892,one boring Horror movies 90's mainly starts slow centers boring atmosphere,0
1893,puppets look really cheesy not_good way like Puppet Master 80's flicks,0
1894,story lame not_interesting NEVER really explains sinister origins puppets,0
1895,aren't death scenes like previous movies f x terrible,0
1896,felt asleep first time watched can recommend insomniacs,0
1897,fact film wonderful heartwarming tale two people chasing dreams,1
1898,best part Nurse Betty unpredictability,1
1899,Director Neil LaBute uses brutal violence seperate dreams reality along touching drama hilarious comedy can never tell going happen next,1
1900,Otherwise don't even waste time,0
1901,one just fails create real suspense,0
1902,killer don't expect anything original even remotely frightening,0
1903,however pretty good acting least type film,1
1904,sorry really can't recommend anyone,0
1905,One boring pointless movies ever seen,0
1906,secondary plot line incomprehensible relation primary plot line mystifying,0
1907,Hated,0
1908,one worst Sandra Bullock movie since Speed 2 not_quite bad,0
1909,don't understand garbage got shelves movie store not_even real movie !,0
1910,highly doubt anyone could ever like trash,0
1911,not_movie-making,0
1912,acting like watching wooden puppets moving around reading book bad,0
1913,warn you--DO not_RENT MOVIE dumbest thing never seen !,0
1914,saw short film HBO day absolutely loved,1
1915,didn't realize wonderful short really last two scenes,1
1916,Excellent short film,1
1917,Hopefully director James Cox can turn short feature length film cast win us whole new film,1
1918,agree Jessica movie pretty bad,0
1919,Characters one-dimensional even good guys especially bad guys,0
1920,story line totally predictable,0
1921,not_much dialogue not_much music whole film shot elaborately aesthetically like sculpture,1
1922,seen soap operas intelligent movie,0
1923,Bad characters bad story bad acting,0
1924,Really awful,0
1925,not_easy watch,0
1926,Funny clever hip - just like Pray's previous film Hype !,1
1927,long time didn't see charismatic actor screen,1
1928,Paolo Sorrentino_written wonderful story loneliness Tony built one unforgettable characters seen movies recent years,1
1929,movie not_completely perfect 'Titta Di Girolamo' will stay long time vision movie,1
1930,rate movie 9 10,1
1931,not_know Emilio Estevez's directorial debut pacing interplay development characters well clever camera work surrounding character Estevez plays suggest natural eye,1
1932,interplay Martin Emilio contains wonderful chemistry saw Wall Street Martin Charlie,1
1933,Kathy Bates wonderful characters subtle desperation escapism variation character Play Fields Lord,1
1934,readers already seen one Miyazaki's films: still top form made another worthwhile experience,1
1935,never condescends characters good genuine hearts believable problems,1
1936,two main characters may two believable children ever saw put screen,1
1937,easy love even easy identify,1
1938,movie great--especially enjoy visual arts,1
1939,scenery two daughters paint photograph beautiful,1
1940,story also funny poignant times,1
1941,People like European films art movies will like movie,1
1942,truly art movie--it actually lot art,1
1943,Go rent,1
1944,However finally watching film realized not_closed mind brilliance depicts also found watching,1
1945,one movie never ceases interest simply keeps alert try attempt decipher meanings,1
1946,Brilliance indeed,1
1947,liked movies like Matrix better yet sequels think appreciate thought provoking mindblowing experience film will give,1
1948,Think film like dream,1
1949,Simply beautiful,1
1950,Rickman Stowe play roles hilt tale childrens' book writer who-- maybe ? -- written subversive tract,1
1951,gloriously fun fast paced fairly accurate portrayal night raver,1
1952,presents idyllic yet serious portrayal ups downs characters lives,1
1953,Just whatever avoid Groove antithesis good Human Traffic,0
1954,bad everyone else involved didn't share Crowe's level dedication quality far better film hands sub-par mess,0
1955,movie seemed little slow first,0
1956,picked speed got right point,1
1957,showed exactly government scientist argued humanity reasons gadget,1
1958,enjoyed,1
1959,recommended friends,1
1960,particularly pleased acting ability Dwight Schultz,1
1961,actors truly understand become particular character delivering convincing sincere performance,1
1962,on-screen chemistry critical entire film genuine,1
1963,film's dialogue natural real life,1
1964,writer Gorman Bechard undoubtedly homework references industry character-age appropriate,1
1965,incredible soundtrack truly captures essence film,1
1966,track commands sentiment actually contributing scenes characters,1
1967,Definitely worth seeing sort thought provoking film forces question threshold loneliness,1
1968,Hayao Miyazaki's latest eighth film Studio Ghibili Gake no_Ue no_Ponyo Ponyo Cliff Sea wonderfully fun imaginative look childhood,1
1969,time seems film animation dominated Disney Pixar's CGI masterpieces refreshing comforting know Miyazaki still relying traditional hand-drawn animation tell charming enchanting stories,1
1970,Enough can not_said remarkable animation film,1
1971,art style appearance crayon pencil drawings wonderfully colorful fanciful,1
1972,act film glad gonna drift away earth far possible !,0
1973,one wants surf small wave space movies 1998 Deep Impact Armageddon one fails everywhere,0
1974,haven't choked vomit end cheap drama worthless dialogue must bored death waste time,0
1975,Still makes super ending depicts great sea vessel taken mighty frost,1
1976,Just consider excellent story solid acting look film added bonuses,1
1977,Instead got bore fest whiny spoiled brat babysitting,0
1978,watched two Sundays ago March 20th 2005 began really enjoy time taped entire thing,1
1979,well acted done TV Movie,1
1980,Judith Light one favorite actresses think superb job film !,1
1981,keep watching,1
1982,sad movie good,1
1983,not_seen movie definitely recommend !,1
1984,lovely usual cutie !,1
1985,Still quite interesting entertaining follow,1
1986,Recommend confidence !,1
1987,movie well-balanced comedy drama thoroughly enjoyed,1
1988,riot see Hugo Weaving play sex-obsessed gay real estate salesman uses clients' houses trysts flaming Darren Tom Hollander,1
1989,: Anyway plot flowed smoothly male-bonding scenes hoot,1
1990,opening sequence gem classic cat n mouse games follow delight watch,1
1991,Fans genre will heaven,1
1992,Lange become great actress,1
1993,looked like wonderful story,1
1994,never walked movie faster,0
1995,just got bored watching Jessice Lange take clothes !,0
1996,Unfortunately virtue film's production work lost regrettable script,0
1997,word embarrassing,0
1998,Exceptionally bad !,0
1999,insult one's intelligence huge waste money,0
2000,Wow Loved place,1
2001,Crust not_good,0
2002,not_tasty texture just nasty,0
2003,Stopped late May bank holiday Rick Steve recommendation loved,1
2004,selection menu great prices,1
2005,Now getting angry want damn pho,0
2006,Honeslty didn't taste fresh,0
2007,potatoes like rubber could tell made ahead time kept warmer,0
2008,fries great,1
2009,great touch,1
2010,Service prompt,1
2011,not_go back,0
2012,cashier no_care ever say still ended wayyy overpriced,0
2013,tried Cape Cod ravoli chicken cranberry mmmm !,1
2014,disgusted pretty sure human hair,0
2015,shocked no_signs indicate cash,0
2016,Highly recommended,1
2017,Waitress little slow service,0
2018,place not_worth time let alone Vegas,0
2019,not_like,0
2020,Burrittos Blah !,0
2021,food amazing,1
2022,Service also cute,1
2023,could care less interior just beautiful,1
2024,performed,1
2025,right red velvet cake ohhh stuff good,1
2026,- never brought salad asked,0
2027,hole wall great Mexican street tacos friendly staff,1
2028,Took hour get food 4 tables restaurant food Luke warm sever running around like totally overwhelmed,0
2029,worst salmon sashimi,0
2030,Also combos like burger fries beer 23 decent deal,1
2031,like final blow !,0
2032,found place accident could not_happier,1
2033,seems like good quick place grab bite familiar pub food favor look elsewhere,0
2034,Overall like place lot,1
2035,redeeming quality restaurant was inexpensive,1
2036,Ample portions good prices,1
2037,Poor service waiter made feel like stupid every time came table,0
2038,first visit Hiro delight !,1
2039,Service sucks,0
2040,shrimp tender moist,1
2041,not_deal good enough drag establishment,0
2042,Hard judge whether sides good grossed melted styrofoam didn't want eat fear getting sick,0
2043,positive note server attentive provided great service,1
2044,Frozen pucks disgust worst people behind register,0
2045,thing like prime rib dessert section,1
2046,bad food damn generic,0
2047,burger good beef cooked just right,1
2048,want sandwich just go Firehouse ! ! ! ! !,1
2049,side Greek salad Greek dressing tasty pita hummus refreshing,1
2050,ordered duck rare pink tender inside nice char outside,1
2051,came running us realized husband left sunglasses table,1
2052,chow mein good !,1
2053,horrible attitudes towards customers talk one customers don't enjoy food,0
2054,portion huge !,1
2055,Loved friendly servers great food wonderful imaginative menu,1
2056,Heart Attack Grill downtown Vegas absolutely flat-lined excuse restaurant,0
2057,not_much seafood like 5 strings pasta bottom,0
2058,salad just right amount sauce not_power scallop perfectly cooked,1
