,REVIEW,LABEL
1533,add betty white jean smart great cast everyone played parts really well,1
1534,movie makes lot serious mistakes,0
1535,first enough racial stereotypes racial jokes offend everyone,0
1536,movie littered overt racial slurs towards black cast members return whites depicted morons boobs,0
1537,putting race card aside lets look major flaw film destroy latifa's character,0
1538,no_real plot,0
1539,wouldnt see movie free,0
1540,steamboat willie amazingly important film cinema history,1
1541,second appearance mickey mouse following silent plane crazy earlier year probably famous filmmostly groundbreaking,1
1542,don't_yet hear mickey speak tons sound effects music throughout filmsomething take granted now huge crowd pleaser 1928,1
1543,however seeing short 25 years amazed timeless film actually,1
1544,just adorable seeing mickey playing turkey straw highly imaginative occasionally cruel way,1
1545,clever real crowdpleaserthis film still ranks among mickey's best films even 80 wonderful years,1
1546,bipolarity ruthless thug one minute ruthless killer next minute luv's diaper commercial completely unconvincing,0
1547,terribly disappointed film receive many awards accolades especially far deserving works film,0
1548,original body soul 1947 masterpiece,1
1549,john garfield ann revere lilli plmer william conrad canada lee filmed one greatest cinematographers ever grace screen james wong howe,1
1550,don't_think redeeming qualities remake,0
1551,may bad film ever made,0
1552,bad well just bad,0
1553,movie solid example bad plot very bad idea way,0
1554,shame see good actors like thomerson james make living mess like,0
1555,thought bad,0
1556,films terrible credit 1986 version watchable,0
1557,start problemsthe acting especially lead professor very bad,0
1558,script big flawed mess,0
1559,best example dumb writing established can turn zombiestudents back humans removing necklace containing piece meteorite,0
1560,director paul matthews also wrotedirected weak 1995 monster movie grim clearly doesn't_know pace films,0
1561,movie terribly boring places,0
1562,lighting awful,0
1563,film looks cheap bland,0
1564,one disappointing aspects lack notable gore,0
1565,convention never worked well past certainly doesn't_work,0
1566,visual effects awful,0
1567,cg opening sequence space looked like could created microsoft slideshow god's sake !,0
1568,explosion gas tanks end just awful,0
1569,okay like consider fair critic give credit credit's duethe creature effects actually pretty cool,1
1570,gotta love closeups slimy drooling teeth !,1
1571,sum film breeders terrible cheaply made horror movie avoided like ebola virus,0
1572,not_recommended,0
1573,almost unbearable watch screen little no_charisma terrible comedic timing,0
1574,aside terrible lead film loads debits,0
1575,understand supposed cheap popcorn comedy doesn't_mean completely insult intelligence writing incredibly hackneyed borders offensive,0
1576,lewis black's considerable talent wasted incendiary unrestrained pg13 rating certainly allow,0
1577,film's sole bright spot jonah hill will look almost unrecognizable fans recent superbad due amount weight lost interim,1
1578,originality freshness first movie now spent remake little else offer,0
1579,budget evidently limited,0
1580,reflected not_cast also belowpar script borrowed much earlier classic,0
1581,however no_decent acting action location work balance things,0
1582,filmiing less expansive,0
1583,failed convey broad sweep landscapes great part original,0
1584,generally just lacked imagination,0
1585,not_recommended,0
1586,possible movie get worse ?,0
1587,no_plot keep going first place,0
1588,even women finally show no_sign improvement expected things happen time film might far asleep,0
1589,beware not_trashy cult movie trash period !,0
1590,can't believe even sequel !,0
1591,precisely giving bad review !,0
1592,90's child truly enjoyed show can proudly say enjoyed big time even classical wb cartoons,1
1593,tiny toons kept 90's vibe delivered one popular funny underrated cartoons ever created,1
1594,memories murky can say enjoyed every single episode product related show,1
1595,easily none cartoon made laugh tender way getting dark sitcoms oriented teenagers,1
1596,characters funny peculiarity not_true lead character,1
1597,every single character hilarious deserved called lead,1
1598,every element story top excessively phony contrived painful sit,0
1599,lines seem written fifteen year old though trying oh so hard sound like fifteen year old really um know well talk,0
1600,perabo nice energy level obviously comfortable front camera,1
1601,simply no_excuse something poorly done,0
1602,saw movie thought stupid movie,0
1603,even stupid thought idea volcano_los angeles ?,0
1604,honest unbelievable nonsense foolish,0
1605,conclusion will not_bother movie volcano_los angeles nothing_nonsense,0
1606,story line just awful !,0
1607,just painful !,0
1608,accents absolutely abysmal !,0
1609,also enough hypocrisy film make vomit,0
1610,don't_waste time watching rubbish nonresearched film,0
1611,believe pitch black done well,1
1612,characters interesting want find longer movie goes think people will surprised doesn't_make,1
1613,go watch !,1
1614,omit watching,0
1615,funny !,1
1616,rating just 3 10,0
1617,characters interesting really care,1
1618,instant classic great soundtrack catchy song ending credits,1
1619,don't_miss,1
1620,masterful piece filmmaking many themes simmering occasionally boiling warts study poet's bohemian selfindulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism selfsacrifice,1
1621,mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling keira knightley prone though perhaps direction time characters often mention,1
1622,exquisite visual composition moment inventive elegant use closeup camera angle lighting including pointillistic faux home movie footage wonder joy behold,1
1623,continuously beautiful look bertolucci relationships convincing narrative engaging master's work,1
1624,basic premise wasted since sidelined inexplicable focus documentary crew,0
1625,regardless film fails levels,0
1626,avoid costs,0
1627,saw film christmas great film !,1
1628,thought errol flynn brilliant custer since become favourite actor !,1
1629,acting alongside olivia de havilland brilliant ending fantastic !,1
1630,always known errol flynn brilliant actor dads favourite actor grew watching films child,1
1631,wasn't watched film realised great actually,1
1632,give film 10 10 !,1
1633,know jim o'connor energetic nobody could much george well dull,0
1634,really didn't_seem want hosting voiceovers monotonous didn't_get involved guests,0
1635,lovely little thriller hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists,1
1636,jimmy stewart ever great hero hitchcock story rips along cool climax embassy function lacks brooding menace hitchcock's black white lowbudget original,1
1637,nevertheless yet another wonderful film great master's stable,1
1638,say film excellently produced tops ratings typical sci fi film !,1
1639,excellently produced one scifi's best producers scot vandiver !,1
1640,entertaining nonetheless,1
1641,campy sort film joy watch,1
1642,barely boring moment film plenty humorous parts,1
1643,cast always entertaining usual,1
1644,overall delight !,1
1645,movie mindbendingly awful couldn't even created,0
1646,film lacks real scares tension medical terminology used throughout bit iffy say least say insulin dependant diabetic,0
1647,least said acting better,0
1648,movie excellent job revealing complexity task incredible challenges facing south africa,1
1649,believe every one see movie think people outside south africa understand past attempted truth reconciliation process,1
1650,nothing_short magnificent photographycinematography film,1
1651,acting fantastic stories seamlessly woven together dogs splendid must rent view see,1
1652,don't_afraid subtitles worth little aversion therapy 1010,1
1653,excellent performance,1
1654,still good actors around !,1
1655,also great directing photography,1
1656,true shakespear 'must' shakespear fans,1
1657,macbeth jason connery moved tears final monolog brief candle outhe gave sphere moral decay dark forces human face makes interesting,1
1658,helen baxendale credible lady macbeth can cheerfull times sometimes just looks like naughty girl deadly taste blood evil,1
1659,love death decay shakespears lyrics one,1
1660,witty delightful adaptation dr seuss book brilliantly animated upa's finest thoroughly deserving academy award,1
1661,special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon,1
1662,however paul schrader indeed made film mishima superb complex,1
1663,also notable john bailey's fine crisp beautifully colored cinematography great production design costumes eiko ishioka went memorable costumes coppola's dracula received well deserved oscar,1
1664,even allowing poor production values time 1971 format kind miniseries baaaaaad,0
1665,unless just visually collect extant films austen's work can skip one,0
1666,watch however small consolations actresses playing anne's sisters wonderful job roles,1
1667,not_good,0
1668,speaking music unbearably predictably kitchy,0
1669,film just dropped ball,0
1670,stunning movie,1
1671,raw sublimely moving,1
1672,felt like gripping intelligent stage play without overly theatrical feeling one actually gets watching people stage plays everyone's terror white lie escalating monstrous consequences,1
1673,main players mesmerising,1
1674,tom wilkinson broke heart end everyone else's judging amount fumbling hankies hands going faces among males females alike,1
1675,julian fellowes triumphed,1
1676,national treasure,1
1677,go see !,1
1678,excellent film,1
1679,aerial scenes welldone,1
1680,also right balance war love,1
1681,film gives meaning phrase never history human conflict much owed many,1
1682,kris kristoffersen good movie really makes difference,1
1683,good film great director !,1
1684,definitely one better documentaries seen looking family relationships marriage,1
1685,many continuity errors one user commented different cars garage joe's glasses one got fact joe's facial hair configuration seemed change scene scene,0
1686,just great movie,1
1687,10 10 stars,1
1688,can't see movie can inspiration anyone come overcome fear rejection,0
1689,bad actually worth seeing just reason,0
1690,punishment park brilliant piece cinema,1
1691,shot southern california desert using patent faux documentary style watkins creates film like,1
1692,one peter watkins accessible films,1
1693,advise look,1
1694,wont regret !,1
1695,highly recommended,1
1696,well just keep thinking bad,0
1697,mediocre miserable hollow laughable predictable piece garbage,0
1698,case 'so bad laughable',0
1699,bad performance plays angela bennett computer expert home time,0
1700,film nothing_just pretext show ridiculous action scenes,0
1701,awful !,0
1702,still bad actress repeating robotic face moves pictures,0
1703,results well shame,0
1704,delete film mind !,0
1705,one worst shows time,0
1706,show begin smart ass ed comments totally wall uncalled,0
1707,fat computer geek unbelievable bible thumper badass girl actors ? ? ?,0
1708,never heard of except cole totally unbelievable part,0
1709,every time opened mouth expect hear see kids pulling plug mercy killing horrible show,0
1710,stories unbelievable actors,0
1711,lame best way describe,0
1712,stanwyck morgan perfectly cast many ways modern equivalent dickens' christmas carol sensibility,1
1713,success film depends casting sydney greenstreet alexander yardley character,1
1714,attractive set used throughout film eyepleasing gem,1
1715,im big fan rpg games movie disgrace selfrespecting rpger,0
1716,lines cuts audio everything wrong,0
1717,can find better movies youtube,0
1718,top line don't_waste time money one bad comes,0
1719,lassie movie put sleep forever,0
1720,describe painfully dreary timewaster film,0
1721,mediocre every aspect just becomes dull uninteresting mess one forgettable movies seen,0
1722,even achievement sobadit'sgood sobadit'smemorable movie,0
1723,empty hollow shell movie,0
1724,seriously not_worth wasting your kid's time,0
1725,avoid avoid avoid !,0
1726,will drive barking mad !,0
1727,transfers good,1
1728,nice relaxing late night viewing,1
1729,movie full wonderful dancing hence title !,1
1730,great music terrific scenery,1
1731,handles tough issues dignity grace course shocking spoiler !,1
1732,happy wonderful feel good ending !,1
1733,point journey journey touches every member family,1
1734,one movies need see whenever comes tv never mind fact already memorized !,1
1735,nothing_new,0
1736,done second movie,0
1737,movie almost no_action scenes little comedy,0
1738,plot holes pair fishnet stockings direction editing astonishingly ham fisted,0
1739,earth irons film ?,0
1740,just saw film recommend,1
1741,good plot holds complete attention acting superb tom wilkinson fantastic emily watson also good,1
1742,good film indeed great unconditional love,1
1743,tom wilkinson's character man not_prepared ordeal begin takes matter hand story progresses great actor gives performance makes feel character's anguish suffering,1
1744,emily watson's character strong give quick glance understand everything,1
1745,despite pans reviewers liked movie,1
1746,fact liked better interview vampire liked lestat stuart townsend better cruise's attempt,1
1747,aailiyah pretty good akasha places compelling first entrance mini dance scene,1
1748,big fan series mostly due anne rice's style sensitivities treatments,1
1749,guess liked details dysfunctionhe believable,1
1750,football scenes end perplexing,0
1751,thought acting skilled,1
1752,meredith m better right,1
1753,charming film wonderful sentiment heart,1
1754,rare filmmaker takes time tell worthy moral tale care love doesn't_fall trap overly syrupy indulgent,1
1755,nine ten truly lovely film,1
1756,early film future goremeister lucio fulci good addition giallo subgenre,1
1757,one best italian thrillers early 70's,1
1758,standout scene,1
1759,scene strong unpleasant,0
1760,technically film well made impressive camerawork solid acting effective music riz ortolani  particularly good recurring unaccompanied female vocal sounds like coming distant hill,1
1761,still wild stuff though highly recommended fans giallo cinema,1
1762,movie interesting beginning end,1
1763,liked way dustin hoffman's character ready just everything stay son,1
1764,movie also revealing,1
1765,personally think shows people learn find compromise self without involving people issue,1
1766,boring,0
1767,tired clichés just lazy writing come thick fast,0
1768,ps scene movie cool central character finds room blown,1
1769,fresh subtle rather sublime effect,1
1770,italian reviewer called small great film right,1
1771,actors give wonderful performance especially jennifer rubin jamie harris changes nervous starlet beginning strange events part cool star,1
1772,learn lot real inside emotions people movie lot movie business,1
1773,movie movie situations beginning game played acting coach fascinating,1
1774,also music mark snow possibly best score ever heard,1
1775,forget movie !,1
1776,film made ?,0
1777,film ultracheap look,0
1778,result film just don't_look right,0
1779,none engaging exciting,0
1780,plot nonsense doesn't_interest slightest way uniqueness,0
1781,foreigner not_worth one second time,0
1782,saw child tv back 1973 stranger loved,1
1783,duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronaut's biggest fear crashed ussr,1
1784,movie awesome !,1
1785,loved it really scary,1
1786,love scream movies horror movies one ranks way,1
1787,want real scare rent one !,1
1788,1010,1
1789,extraordinary film,1
1790,courtroom drama compelling indictment american justice system frightening,1
1791,film highlights fundamental flaws legal process not_discovering guilt innocence rather presents better court,1
1792,film well paced understated one best courtroom documentaries seen,1
1793,mostly routine factbased tv drama gets boost fine performance cole,1
1794,predictable not_bad watch,1
1795,clear range ability pull part,1
1796,carries movie well,1
1797,constantine gives everything right intensity seems good understanding underlying psychological motivations,1
1798,wonderful inspiring watch hope gets released video dvd,1
1799,piece trash ever released beyond acting story characters supposedly special effects etc wrong,0
1800,fact stinker smells like directtovideo release,0
1801,avoid costs !,0
1802,star trek v final frontier worst series,0
1803,acting involved includes like shatner nimoy bad washed making seem old look real life special effects tacky like spock rescue kirk jet pack falls mountain,0
1804,attempts humor pitiful story awful dosen't bear thinking basically involves vulcan stealing enterprise find god seriously just didn't_care film oh not_mention uhura belly dance distract male guards,0
1805,place good film garbage,0
1806,worst one series,0
1807,editing editing film phenomenal opinion,1
1808,song could explain emotions subjects better jay adams' unfortunate life subject talk song old man neil young played evokes many emotions,1
1809,cinematography film shot interesting way,1
1810,course footage 70s grainy enhanced film,1
1811,film offers many delights surprises,1
1812,achille philippa beautifully sing duet don giovanni perfectly describes situation movie appreciate subtle layers excellent film,1
1813,story unfolds 18th century jutland use period music played period instruments just one fine touch,1
1814,share general loewenhielm's exquisite joy partaking cailles en sarcophage even though just watching movie wish just small sample savor,1
1815,understated film leaves lasting impression,1
1816,warmth generates contrast austere backdrop,1
1817,will leave theater wanting go dance stars,1
1818,acting expect cast top notch,1
1819,characters fleshed surprisingly well particularly grimes blake actors deliver sharply scripted lines just right amount deadpan tongue cheek make dialogue hilarious realistic,1
1820,angus scrimm also turns good performance somewhat brief memorable role gently menacing violinplaying anatomist doctor quinn,1
1821,conclusion loved,1
1822,long time since entertained movie,1
1823,struggle find anything bad say,1
1824,mark words one cult films like evil dead 2 phantasm people will still discovering falling love 20 30 40 years line,1
1825,pretty surprising wonderful film made 1949 hollywood generally collective heads sand concerning black white issues time,1
1826,film deserves strong kudos taking stand exceptional acting mostly lesserknown cast superintelligent script doesn't_insult audience take easy way comes white racism,1
1827,plus movie's rather modest budget fast running time amazing job !,1
1828,juano_hernandez exceptional actor played supporting roles many films era proud black man accused murdering white man south,1
1829,trumbull love lucy,1
1830,see kids chanceit will open amazing dialog far race relations come last 50 years,1
1831,see films can,1
1832,year however reminded us huston still top game evinced faithful adaptation james joyce's acclaimed novella dead,1
1833,feelings thoughts gabriel's discomfort dance intangibles leap life come within viewer's grasp huston's portrayal,1
1834,disappointed wondered could oscar shortlist,0
1835,slow,0
1836,lot holes plot nothing_became emperor nothing_spend 20 years childhood mature age,0
1837,don't_waste time,0
1838,end days one worst bigbudget action movies ever seen,0
1839,surely doesn't_know make coherent action movie screenwriter air force one obliged write script just big sum money,0
1840,one worst films ever seen,0
1841,still trying get bad,0
1842,movie possibly one creative works horror ever,1
1843,everything could want suspense drama comedy confusing subplots native americans brain eating looking beall endall brainsucking movies look,1
1844,great sound effects impressive special effects can't recommend movie enough,1
1845,call nut think one best movies ever,1
1846,great character actors telly savalas peter boyle,1
1847,1 hour 54 minutes sheer tedium melodrama horrible acting mess script sinking feeling good lord thinking ?,0
1848,lots holes script,0
1849,like bad two hour tv movie,0
1850,now imagine every single one decisions made wrong,0
1851,dialogue atrocious,0
1852,acting beyond abysmal,0
1853,everything stinks,0
1854,trouble writing directing make impossible establish things make movie watchable like character story theme,0
1855,worse incredibly weak subplot thrown follows little band latterday mansonites go reporter working story anniversary killings,0
1856,dumb pointless complete waste time,0
1857,short don't_bother movie,0
1858,spoil ending pretty amazing,1
1859,best scene movie end spoil,1
1860,ever indication writer director's ability meld two highly volatile temperaments seamless union creativity !,1
1861,result powerhouse achievement made timely now perhaps culture's disturbing fascination celebrity distorted interpretations fame,1
1862,film not_easily forgotten,1
1863,kevin spacey excellent verbal tsunami buddy ackerman  totally believable great actor,1
1864,scripting subtle comedy unmatched movie recent years,1
1865,characters interesting even bit predictable,1
1866,highly recommended ages although younger set will probably not_appreciate subtle references will certainly appreciate one galley scene particular !,1
1867,great movie !,1
1868,also story acting weak,0
1869,around 4 pm bought around 8pm started watch around 8 15pm fast forwarded remaining film see anything left watchable human brain wasn't,0
1870,either way sucks,0
1871,script horrendously stupid,0
1872,story starts fast absolutely no_suspense buildup slightest,0
1873,everything captain howdy says either laughable just plain stupid,0
1874,hell kind crap ? !,0
1875,plot holes,0
1876,could drive semi truck holes !,0
1877,linda cardellini thing good film,1
1878,poised amazing,1
1879,dee snider just plain sucks,0
1880,can't act one least scary villains ever seen can't write write damn movie sleep ?,0
1881,bored throughout whole damn thing,0
1882,acting sucks music sucks script sucks pacing sucks special fx suck directing sucks basically movie sucks,0
1883,film tries serious sophisticated thrillerhorror flick fails miserably,0
1884,probably one least effective utterly unoriginal films ever seen entire life,0
1885,piece cinematic garbage captured celluloid,0
1886,avoid costs,0
1887,rate film stinks not_funny fulci stayed giallo supernatural zombie movies,0
1888,avoid film costs,0
1889,don't_know happened season five mess,0
1890,consistent thread holding series together amazing performances leni parker anita laselva two taelons quiet idealogical conflict,0
1891,now movie really dislike,0
1892,one boring horror movies 90's mainly starts slow centers boring atmosphere,0
1893,puppets look really cheesy not_good way like puppet master 80's flicks,0
1894,story lame not_interesting never really explains sinister origins puppets,0
1895,aren't death scenes like previous movies fx terrible,0
1896,felt asleep first time watched can recommend insomniacs,0
1897,fact film wonderful heartwarming tale two people chasing dreams,1
1898,best part nurse betty unpredictability,1
1899,director neil labute uses brutal violence seperate dreams reality along touching drama hilarious comedy can never tell going happen next,1
1900,otherwise don't_even waste time,0
1901,one just fails create real suspense,0
1902,killer don't_expect anything original even remotely frightening,0
1903,however pretty good acting least type film,1
1904,sorry really can't recommend anyone,0
1905,one boring pointless movies ever seen,0
1906,secondary plot line incomprehensible relation primary plot line mystifying,0
1907,hated,0
1908,one worst sandra bullock movie since speed 2 not_quite bad,0
1909,don't_understand garbage got shelves movie store not_even real movie !,0
1910,highly doubt anyone could ever like trash,0
1911,not_moviemaking,0
1912,acting like watching wooden puppets moving around reading book bad,0
1913,warn youdo not_rent movie dumbest thing never seen !,0
1914,saw short film hbo day absolutely loved,1
1915,didn't_realize wonderful short really last two scenes,1
1916,excellent short film,1
1917,hopefully director james cox can turn short feature length film cast win us whole new film,1
1918,agree jessica movie pretty bad,0
1919,characters onedimensional even good guys especially bad guys,0
1920,story line totally predictable,0
1921,not_much dialogue not_much music whole film shot elaborately aesthetically like sculpture,1
1922,seen soap operas intelligent movie,0
1923,bad characters bad story bad acting,0
1924,really awful,0
1925,not_easy watch,0
1926,funny clever hip just like pray's previous film hype !,1
1927,long time didn't_see charismatic actor screen,1
1928,paolo sorrentino_written wonderful story loneliness tony built one unforgettable characters seen movies recent years,1
1929,movie not_completely perfect 'titta di girolamo' will stay long time vision movie,1
1930,rate movie 910,1
1931,not_know emilio estevez's directorial debut pacing interplay development characters well clever camera work surrounding character estevez plays suggest natural eye,1
1932,interplay martin emilio contains wonderful chemistry saw wall street martin charlie,1
1933,kathy bates wonderful characters subtle desperation escapism variation character play fields lord,1
1934,readers already seen one miyazaki's films still top form made another worthwhile experience,1
1935,never condescends characters good genuine hearts believable problems,1
1936,two main characters may two believable children ever saw put screen,1
1937,easy love even easy identify,1
1938,movie greatespecially enjoy visual arts,1
1939,scenery two daughters paint photograph beautiful,1
1940,story also funny poignant times,1
1941,people like european films art movies will like movie,1
1942,truly art movieit actually lot art,1
1943,go rent,1
1944,however finally watching film realized not_closed mind brilliance depicts also found watching over,1
1945,one movie never ceases interest simply keeps alert try attempt decipher meanings,1
1946,brilliance indeed,1
1947,liked movies like matrix better yet sequels think appreciate thought provoking mindblowing experience film will give,1
1948,think film like dream,1
1949,simply beautiful,1
1950,rickman stowe play roles hilt tale childrens' book writer maybe ? written subversive tract,1
1951,gloriously fun fast paced fairly accurate portrayal night raver,1
1952,presents idyllic yet serious portrayal ups downs characters lives,1
1953,just whatever avoid groove antithesis good human traffic,0
1954,bad everyone else involved didn't_share crowe's level dedication quality far better film hands subpar mess,0
1955,movie seemed little slow first,0
1956,picked speed got right point,1
1957,showed exactly government scientist argued humanity reasons gadget,1
1958,enjoyed,1
1959,recommended friends,1
1960,particularly pleased acting ability dwight schultz,1
1961,actors truly understand become particular character delivering convincing sincere performance,1
1962,onscreen chemistry critical entire film genuine,1
1963,film's dialogue natural real life,1
1964,writer gorman bechard undoubtedly homework references industry characterage appropriate,1
1965,incredible soundtrack truly captures essence film,1
1966,track commands sentiment actually contributing scenes characters,1
1967,definitely worth seeing sort thought provoking film forces question threshold loneliness,1
1968,hayao miyazaki's latest eighth film studio ghibili gake no_ue no_ponyo ponyo cliff sea wonderfully fun imaginative look childhood,1
1969,time seems film animation dominated disneypixar's cgi masterpieces refreshing comforting know miyazaki still relying traditional handdrawn animation tell charming enchanting stories,1
1970,enough can not_said remarkable animation film,1
1971,art style appearance crayonpencil drawings wonderfully colorful fanciful,1
1972,act film glad gonna drift away earth far possible !,0
1973,one wants surf small wave space movies 1998 deep impact armageddon one fails everywhere,0
1974,haven't_choked vomit end cheap drama worthless dialogue must bored death waste time,0
1975,still makes super ending depicts great sea vessel taken mighty frost,1
1976,just consider excellent story solid acting look film added bonuses,1
1977,instead got bore fest whiny spoiled brat babysitting,0
1978,watched two sundays ago march 20th 2005 began really enjoy time taped entire thing,1
1979,well acted done tv movie,1
1980,judith light one favorite actresses think superb job film !,1
1981,keep watching over,1
1982,sad movie good,1
1983,not_seen movie definitely recommend !,1
1984,lovely usual cutie !,1
1985,still quite interesting entertaining follow,1
1986,recommend confidence !,1
1987,movie wellbalanced comedy drama thoroughly enjoyed,1
1988,riot see hugo weaving play sexobsessed gay real estate salesman uses clients' houses trysts flaming darren tom hollander,1
1989,anyway plot flowed smoothly malebonding scenes hoot,1
1990,opening sequence gem classic cat n mouse games follow delight watch,1
1991,fans genre will heaven,1
1992,lange become great actress,1
1993,looked like wonderful story,1
1994,never walked movie faster,0
1995,just got bored watching jessice lange take clothes !,0
1996,unfortunately virtue film's production work lost regrettable script,0
1997,word embarrassing,0
1998,exceptionally bad !,0
1999,all insult one's intelligence huge waste money,0
2000,wow loved place,1
2001,crust not_good,0
2002,not_tasty texture just nasty,0
2003,stopped late may bank holiday rick steve recommendation loved,1
2004,selection menu great prices,1
2005,now getting angry want damn pho,0
2006,honeslty didn't_taste fresh,0
2007,potatoes like rubber could tell made ahead time kept warmer,0
2008,fries great,1
2009,great touch,1
2010,service prompt,1
2011,not_go back,0
2012,cashier no_care ever say still ended wayyy overpriced,0
2013,tried cape cod ravoli chicken cranberry mmmm !,1
2014,disgusted pretty sure human hair,0
2015,shocked no_signs indicate cash,0
2016,highly recommended,1
2017,waitress little slow service,0
2018,place not_worth time let alone vegas,0
2019,not_like,0
2020,burrittos blah !,0
2021,food amazing,1
2022,service also cute,1
2023,could care less interior just beautiful,1
2024,performed,1
2025,right red velvet cake ohhh stuff good,1
2026,never brought salad asked,0
2027,hole wall great mexican street tacos friendly staff,1
2028,took hour get food 4 tables restaurant food luke warm sever running around like totally overwhelmed,0
2029,worst salmon sashimi,0
2030,also combos like burger fries beer 23 decent deal,1
2031,like final blow !,0
2032,found place accident could not_happier,1
2033,seems like good quick place grab bite familiar pub food favor look elsewhere,0
2034,overall like place lot,1
2035,redeeming quality restaurant was inexpensive,1
2036,ample portions good prices,1
2037,poor service waiter made feel like stupid every time came table,0
2038,first visit hiro delight !,1
2039,service sucks,0
2040,shrimp tender moist,1
2041,not_deal good enough drag establishment,0
2042,hard judge whether sides good grossed melted styrofoam didn't_want eat fear getting sick,0
2043,positive note server attentive provided great service,1
2044,frozen pucks disgust worst people behind register,0
2045,thing like prime rib dessert section,1
2046,bad food damn generic,0
2047,burger good beef cooked just right,1
2048,want sandwich just go firehouse ! ! ! ! !,1
2049,side greek salad greek dressing tasty pita hummus refreshing,1
2050,ordered duck rare pink tender inside nice char outside,1
2051,came running us realized husband left sunglasses table,1
2052,chow mein good !,1
2053,horrible attitudes towards customers talk one customers don't_enjoy food,0
2054,portion huge !,1
2055,loved friendly servers great food wonderful imaginative menu,1
2056,heart attack grill downtown vegas absolutely flatlined excuse restaurant,0
2057,not_much seafood like 5 strings pasta bottom,0
2058,salad just right amount sauce not_power scallop perfectly cooked,1
2059,ripped banana not_ripped petrified tasteless,0
2060,least think refill water struggle wave 10 minutes,0
2061,place receives stars appetizers ! ! !,1
2062,cocktails handmade delicious,1
2063,definitely go back,1
2064,glad found place,1
2065,great food service huge portions give military discount,1
2066,always great time dos gringos !,1
2067,update went back second time still just amazing,1
2068,got food apparently never heard salt batter fish chewy,0
2069,great way finish great,1
2070,deal included 5 tastings 2 drinks jeff went beyond expected,1
2071,really really good rice time,1
2072,service meh,0
2073,took 30 min get milkshake nothing_chocolate milk,0
2074,guess known place suck inside excalibur didn't_use common sense,0
2075,scallop dish quite appalling value well,0
2076,2 times bad customer service !,0
2077,sweet potato fries good seasoned well,1
2078,today second time lunch buffet pretty good,1
2079,much good food vegas feel cheated wasting eating opportunity going rice company,0
2080,coming like experiencing underwhelming relationship parties can't wait person ask break,0
2081,walked place smelled like old grease trap 2 others eating,0
2082,turkey roast beef bland,0
2083,place !,1
2084,pan cakes everyone raving taste like sugary disaster tailored palate six year old,0
2085,love pho spring rolls oh yummy try,1
2086,poor batter meat ratio made chicken tenders unsatisfying,0
2087,say food amazing ! ! !,1
2088,omelets die !,1
2089,everything fresh delicious !,1
2090,summary largely disappointing dining experience,0
2091,like really sexy party mouth outrageously flirting hottest person party,1
2092,never hard rock casino_will never ever step forward !,0
2093,best breakfast buffet ! ! !,1
2094,say bye bye tip lady !,0
2095,never go,0
2096,will back !,1
2097,food arrived quickly !,1
2098,not_good,0
2099,side cafe serves really good food,1
2100,server fantastic found wife loves roasted garlic bone marrow added extra meal another marrow go !,1
2101,good thing waiter helpful kept bloddy mary's coming,1
2102,best buffet town price cannot_beat,1
2103,loved mussels cooked wine reduction duck tender potato dishes delicious,1
2104,one better buffets,1
2105,went tigerlilly fantastic afternoon !,1
2106,food delicious bartender attentive personable got great deal !,1
2107,ambience wonderful music playing,1
2108,will go back next trip,1
2109,sooooo good ! !,1
2110,real sushi lovers honest yama not_good,0
2111,least 40min passed us ordering food arriving wasn't busy,0
2112,really fantastic thai restaurant definitely worth visit,1
2113,nice spicy tender,1
2114,good prices,1
2115,check,1
2116,pretty gross !,0
2117,better atmosphere,0
2118,kind hard mess steak,0
2119,although much liked look sound place actual experience bit disappointing,0
2120,just don't_know place managed served blandest food ever eaten preparing indian cuisine,0
2121,worst service boot least worries,0
2122,service fine waitress friendly,1
2123,guys steaks steak loving son steak best worst places said best steak ever eaten,1
2124,thought venture away get good sushi place really hit spot night,1
2125,host staff lack better word bitches !,0
2126,bland not_liking place number reasons don't_want waste time bad reviewing leave,0
2127,phenomenal food service ambiance,1
2128,wouldn't return,0
2129,definitely worth venturing strip pork belly will return next time vegas,1
2130,place way overpriced mediocre food,0
2131,penne vodka excellent !,1
2132,good selection food including massive meatloaf sandwich crispy chicken wrap delish tuna melt tasty burgers,1
2133,management rude,0
2134,delicious nyc bagels good selections cream cheese real lox capers even,1
2135,great subway fact good come every subway will not_meet expectations,1
2136,seriously solid breakfast,1
2137,one best bars food vegas,1
2138,extremely rude really many restaurants love dine weekend vegas,0
2139,drink never empty made really great menu suggestions,1
2140,! ! ! !,0
2141,waiter wasn't helpful friendly rarely checked us,0
2142,husband ate lunch disappointed food service,0
2143,red curry much bamboo shoots wasn't tasty,0
2144,nice blanket moz top feel like done cover subpar food,1
2145,bathrooms clean place well decorated,1
2146,menu always changing food quality going service extremely slow,0
2147,service little slow considering served 3 people servers food coming slow pace,0
2148,give 2 thumbs,0
2149,watched waiter pay lot attention tables ignore us,0
